NHA_NAME,sex,age,day,month,year,fel_misd
Midvale Park,0,37,0,0,2021,1
Dietz,1,14,0,0,2021,1
Midvale Park,1,37,0,0,2021,1
Midvale Park,0,24,0,0,2021,2
Midvale Park,0,24,0,0,2021,2
Carriage Park,1,29,0,0,2021,2
Carriage Park,1,29,0,0,2021,2
Carriage Park,1,29,0,0,2021,2
Midvale Park,0,37,0,0,2021,1
Carriage Park,1,29,0,0,2021,2
Carriage Park,1,29,0,0,2021,2
Carriage Park,1,29,0,0,2021,2
Rosemont West,0,40,0,0,2021,2
Loma Verde,1,41,0,0,2021,2
Rosemont West,0,40,0,0,2021,2
Loma Verde,1,41,0,0,2021,2
Terra Del Sol,1,47,0,0,2021,2
Dietz,0,17,0,0,2021,1
Dietz,0,17,0,0,2021,2
Dietz,1,18,0,0,2021,5
Dietz,1,44,0,0,2021,1
Dietz,1,44,0,0,2021,1
Dietz,1,44,0,0,2021,1
Roberts,1,51,0,0,2021,2
Roberts,1,51,0,0,2021,2
West University,1,45,0,0,2021,5
Flowing Wells,1,44,0,0,2021,2
Flowing Wells,1,44,0,0,2021,2
Myers,0,39,0,0,2021,2
Myers,0,39,0,0,2021,2
Myers,0,39,0,0,2021,2
Myers,0,39,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,5
West University,0,36,0,0,2021,2
Roberts,1,28,6,0,2021,2
West University,0,36,0,0,2021,1
Roberts,1,28,6,0,2021,2
Roberts,1,28,6,0,2021,5
Roberts,1,28,6,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
Flowing Wells,1,14,1,0,2021,3
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
West University,0,36,0,0,2021,2
Broadway Pantano East,1,28,1,0,2021,2
Dietz,0,36,0,0,2021,2
South Park,1,29,0,0,2021,2
South Park,1,29,0,0,2021,2
South Park,1,29,0,0,2021,2
South Park,1,29,0,0,2021,5
Keeling,0,19,0,0,2021,2
Vista Del Monte,1,35,0,0,2021,2
Vista Del Monte,1,35,0,0,2021,2
Broadway Pantano East,1,28,1,0,2021,2
Vista Del Monte,1,35,0,0,2021,2
Vista Del Monte,1,35,0,0,2021,2
Vista Del Monte,1,35,0,0,2021,2
Vista Del Monte,1,35,0,0,2021,2
Vista Del Monte,1,35,0,0,2021,2
Vista Del Monte,1,35,0,0,2021,2
Barrio Centro,1,23,1,0,2021,2
Barrio Centro,1,23,1,0,2021,2
Lakeside Park,0,15,1,0,2021,2
Lakeside Park,0,15,1,0,2021,2
Lakeside Park,0,15,1,0,2021,2
Lakeside Park,0,15,1,0,2021,2
South Harrison,0,34,1,0,2021,2
South Harrison,0,34,1,0,2021,2
Balboa Heights,1,31,1,0,2021,2
Palo Verde,0,23,0,0,2021,1
Midvale Park,1,21,0,0,2021,2
Balboa Heights,1,31,1,0,2021,4
Wakefield,1,44,1,0,2021,2
Stella Mann,1,35,0,0,2021,2
Stella Mann,1,35,0,0,2021,2
Wakefield,1,44,1,0,2021,2
Myers,0,39,1,0,2021,1
Avondale,1,25,1,0,2021,1
Amphi,1,28,1,0,2021,5
Midvale Park,1,31,1,0,2021,2
Amphi,1,28,1,0,2021,2
Dietz,1,29,1,0,2021,1
Dietz,1,29,1,0,2021,1
Dietz,1,29,1,0,2021,2
Roberts,1,40,4,0,2021,1
Roberts,1,40,4,0,2021,1
Dodge Flower,0,39,1,0,2021,2
Roberts,1,40,4,0,2021,1
Dodge Flower,1,48,1,0,2021,2
Dodge Flower,1,48,1,0,2021,2
Amphi,1,30,1,0,2021,2
Amphi,0,39,1,0,2021,2
Dodge Flower,1,48,1,0,2021,5
Dodge Flower,1,48,1,0,2021,2
Dodge Flower,1,48,1,0,2021,2
Dodge Flower,0,39,1,0,2021,2
Dodge Flower,1,48,1,0,2021,2
Dodge Flower,0,39,1,0,2021,2
Dodge Flower,0,39,1,0,2021,2
Dodge Flower,0,39,1,0,2021,2
Dodge Flower,0,39,1,0,2021,2
Avondale,1,35,1,0,2021,1
Myers,1,49,1,0,2021,2
Wakefield,1,34,1,0,2021,2
Wakefield,1,34,1,0,2021,2
Rita Ranch,1,39,1,0,2021,1
Rita Ranch,1,39,1,0,2021,1
Rita Ranch,1,39,1,0,2021,1
Myers,1,49,1,0,2021,5
Palo Verde Park,1,15,6,0,2021,2
Palo Verde Park,1,15,6,0,2021,2
Palo Verde Park,1,15,6,0,2021,2
El Gheko,1,19,6,0,2021,2
Terra Del Sol,1,34,6,0,2021,2
Miracle Manor,0,32,6,0,2021,2
Miracle Manor,0,32,6,0,2021,2
Miracle Manor,0,32,6,0,2021,2
Miracle Manor,0,32,6,0,2021,2
Midvale Park,1,27,6,0,2021,2
Midvale Park,1,27,6,0,2021,2
Sunnyside,1,43,6,0,2021,2
Sunnyside,1,43,6,0,2021,2
Sunnyside,1,43,6,0,2021,2
Garden District,1,24,6,0,2021,2
Barrio Santa Rosa,0,11,6,0,2021,2
Barrio Santa Rosa,0,11,6,0,2021,2
Midvale Park,1,32,6,0,2021,2
Midvale Park,1,32,6,0,2021,2
Garden District,1,24,6,0,2021,2
Palo Verde Park,0,14,6,0,2021,2
Midvale Park,1,32,6,0,2021,5
Santa Rita Park - West Ochoa,0,32,6,0,2021,2
Arroyo Chico,1,31,6,0,2021,1
Arroyo Chico,1,31,6,0,2021,1
Arroyo Chico,1,31,6,0,2021,2
Arroyo Chico,1,43,6,0,2021,1
Arroyo Chico,1,39,6,0,2021,2
Flowing Wells,1,62,0,0,2021,2
Santa Rita Park - West Ochoa,0,32,6,0,2021,1
South Park,0,36,0,0,2021,1
Downtown,1,26,0,0,2021,4
Downtown,1,26,0,0,2021,2
Mountain View,1,38,0,0,2021,2
Mountain View,1,38,0,0,2021,2
Mountain View,1,38,0,0,2021,2
Mountain View,1,38,0,0,2021,2
Mountain View,1,38,0,0,2021,2
Mountain View,1,38,0,0,2021,2
Mountain View,1,33,0,0,2021,2
Mountain View,1,33,0,0,2021,2
Mountain View,1,33,0,0,2021,2
Mountain View,1,33,0,0,2021,2
Mountain View,1,33,0,0,2021,2
Mountain View,1,33,0,0,2021,2
South Park,0,36,0,0,2021,2
Keeling,1,27,0,0,2021,4
Keeling,1,27,0,0,2021,2
Flowing Wells,1,62,0,0,2021,2
Alvernon Heights,0,23,0,0,2021,1
Alvernon Heights,0,23,0,0,2021,2
Alvernon Heights,0,23,0,0,2021,2
Alvernon Heights,0,23,0,0,2021,2
Menlo Park,1,33,0,0,2021,2
Country Glenn,1,34,0,0,2021,2
Country Glenn,1,34,0,0,2021,2
Millville,1,36,0,0,2021,2
Iron Horse,1,26,0,0,2021,2
Iron Horse,1,26,0,0,2021,2
Flowing Wells,1,22,6,0,2021,2
Thunderbird Heights/Wilmot Desert Esta,1,27,1,1,2021,2
Thunderbird Heights/Wilmot Desert Esta,1,27,1,1,2021,2
Thunderbird Heights/Wilmot Desert Esta,1,27,1,1,2021,2
Thunderbird Heights/Wilmot Desert Esta,1,27,1,1,2021,2
Thunderbird Heights/Wilmot Desert Esta,1,27,1,1,2021,2
Millville,1,36,0,0,2021,2
Broadway Pantano East,1,62,3,0,2021,2
Arroyo Chico,1,14,3,0,2021,1
Arroyo Chico,1,14,3,0,2021,1
Arroyo Chico,1,14,3,0,2021,2
Millville,1,36,0,0,2021,2
Downtown,1,40,3,1,2021,1
Downtown,1,40,3,1,2021,1
West University,1,26,3,0,2021,2
West University,1,26,3,0,2021,2
West University,1,28,2,0,2021,2
Myers,1,31,3,0,2021,2
Las Vistas,1,38,3,0,2021,2
Myers,1,31,3,0,2021,2
Myers,1,19,3,0,2021,2
Myers,1,19,3,0,2021,2
Swan Way Park,1,29,3,0,2021,2
Swan Way Park,1,29,3,0,2021,2
Flowing Wells,1,31,3,0,2021,1
Corbett,1,62,3,0,2021,2
Flowing Wells,1,37,3,0,2021,2
Flowing Wells,1,37,3,0,2021,2
Eastside,1,26,3,0,2021,2
Eastside,1,26,3,0,2021,2
Eastside,1,26,3,0,2021,2
Corbett,1,36,3,0,2021,2
Fairgrounds,1,39,2,0,2021,2
Miramonte,1,30,3,0,2021,2
Miramonte,1,30,3,0,2021,2
Downtown,0,65,2,0,2021,2
Colonia Del Valle,1,21,3,0,2021,2
Colonia Del Valle,1,21,3,0,2021,4
Midvale Park,1,29,3,0,2021,5
Midvale Park,1,29,3,0,2021,2
Midvale Park,0,38,3,0,2021,2
Midvale Park,0,38,3,0,2021,2
Myers,1,37,3,0,2021,2
Myers,1,37,3,0,2021,2
Myers,1,37,3,0,2021,2
Vista Del Monte,0,14,1,0,2021,2
Vista Del Monte,0,15,1,0,2021,2
Vista Del Monte,0,15,1,0,2021,2
Vista Del Monte,0,15,1,0,2021,5
Terra Del Sol,0,40,3,0,2021,2
Oak Flower,1,20,1,0,2021,2
Enchanted Hills,0,26,3,0,2021,2
Enchanted Hills,0,26,3,0,2021,1
Enchanted Hills,0,26,3,0,2021,2
Oak Flower,1,20,1,0,2021,2
Oak Flower,1,20,1,0,2021,2
Santa Rita Park - West Ochoa,1,57,3,0,2021,2
Dietz,1,27,3,0,2021,1
Santa Rita Park - West Ochoa,1,61,3,0,2021,2
Dietz,0,28,3,0,2021,1
Dietz,0,28,3,0,2021,1
Dietz,0,28,3,0,2021,1
Dietz,0,28,3,0,2021,1
Dietz,1,27,3,0,2021,2
Dietz,1,27,3,0,2021,2
Oak Flower,1,20,1,0,2021,2
Oak Flower,1,20,1,0,2021,2
Oak Flower,1,20,1,0,2021,2
Palo Verde,1,54,3,0,2021,2
Dunbar Spring,1,44,2,0,2021,2
Dunbar Spring,1,44,2,0,2021,2
Dunbar Spring,1,44,2,0,2021,2
Dunbar Spring,1,44,2,0,2021,2
Dunbar Spring,1,44,2,0,2021,2
Duffy,1,24,3,0,2021,1
Duffy,1,24,3,0,2021,1
Dunbar Spring,1,44,2,0,2021,2
Dunbar Spring,1,44,2,0,2021,2
Duffy,1,24,3,0,2021,1
Duffy,1,24,3,0,2021,1
Duffy,1,24,3,0,2021,1
Dunbar Spring,1,44,2,0,2021,2
Dunbar Spring,1,44,2,0,2021,2
Dunbar Spring,1,44,2,0,2021,2
Dunbar Spring,1,44,2,0,2021,2
Dunbar Spring,1,44,2,0,2021,2
Dunbar Spring,1,44,2,0,2021,2
Dunbar Spring,1,44,2,0,2021,2
Dunbar Spring,1,44,2,0,2021,2
Swan Way Park,1,20,3,0,2021,2
Swan Way Park,0,37,3,0,2021,2
Swan Way Park,1,59,3,0,2021,2
Swan Way Park,1,31,3,0,2021,2
West University,1,30,3,0,2021,2
Palo Verde,1,54,3,0,2021,1
Hedrick Acres,1,32,4,0,2021,2
Miracle Manor,1,19,3,0,2021,1
Amphi,1,54,3,0,2021,2
Amphi,1,54,3,0,2021,2
Flowing Wells,1,  ,4,0,2021,1
Flowing Wells,1,  ,4,0,2021,1
Rose,0,23,3,0,2021,2
Swan Way Park,1,35,4,0,2021,2
Pie Allen,1,58,4,0,2021,1
Pie Allen,1,58,4,0,2021,1
Pie Allen,1,58,4,0,2021,1
Pie Allen,1,58,4,0,2021,1
El Rio Acres,1,57,4,0,2021,2
Palo Verde,1,19,3,0,2021,2
Palo Verde,1,19,3,0,2021,4
Palo Verde,1,19,3,0,2021,4
Palo Verde,1,19,3,0,2021,4
Cherry Avenue,1,22,4,0,2021,2
Sunnyside,1,31,4,0,2021,1
Harlan Heights,0,26,4,0,2021,2
Harlan Heights,0,26,4,0,2021,2
Harlan Heights,1,27,4,0,2021,1
Cherry Avenue,1,22,4,0,2021,5
Palo Verde,0,29,2,0,2021,2
Palo Verde,0,29,2,0,2021,4
Menlo Park,1,29,4,0,2021,1
Midvale Park,1,40,4,0,2021,2
Midvale Park,1,40,4,0,2021,2
Menlo Park,1,29,4,0,2021,2
Menlo Park,1,29,4,0,2021,2
Myers,0,27,4,0,2021,2
Myers,1,25,4,0,2021,2
Terra Del Sol,1,22,2,0,2021,2
Terra Del Sol,1,22,2,0,2021,2
Dietz,1,24,6,0,2021,2
Toumey Park,1,29,4,0,2021,2
Toumey Park,1,29,4,0,2021,2
Toumey Park,0,31,4,0,2021,2
Toumey Park,0,31,4,0,2021,2
Flowing Wells,1,23,4,0,2021,1
Flowing Wells,1,23,4,0,2021,1
Dodge Flower,1,32,5,0,2021,2
Dodge Flower,1,32,5,0,2021,1
Dodge Flower,1,32,5,0,2021,2
Broadway Pantano East,1,39,5,0,2021,2
Broadway Pantano East,1,39,5,0,2021,2
Broadway Pantano East,1,39,5,0,2021,2
Broadway Pantano East,1,39,5,0,2021,2
Broadway Pantano East,1,39,5,0,2021,2
Broadway Pantano East,1,39,5,0,2021,2
Broadway Pantano East,1,39,5,0,2021,2
Midvale Park,1,26,4,0,2021,1
Midvale Park,1,26,4,0,2021,1
Cherry Avenue,0,19,4,0,2021,2
Cherry Avenue,0,19,4,0,2021,2
Sunnyside,1,22,4,0,2021,2
Cherry Avenue,0,19,4,0,2021,2
Cherry Avenue,0,19,4,0,2021,2
Cherry Avenue,0,19,4,0,2021,5
Cherry Avenue,0,19,4,0,2021,2
El Gheko,1,30,5,0,2021,2
El Gheko,1,30,5,0,2021,2
Miramonte,0,39,1,0,2021,2
Miramonte,1,41,1,0,2021,5
Mortimore,1,31,4,0,2021,2
Barrio Centro,1,33,5,0,2021,4
Mortimore,1,31,4,0,2021,2
Mortimore,1,31,4,0,2021,2
Mortimore,1,31,4,0,2021,2
Mortimore,1,31,4,0,2021,2
Mortimore,1,31,4,0,2021,2
Avondale,1,26,5,0,2021,2
Avondale,1,26,5,0,2021,2
Arroyo Chico,1,45,5,0,2021,2
Avondale,1,31,5,0,2021,0
Campus Farm,1,57,5,0,2021,1
Avondale,1,41,5,0,2021,2
Avondale,1,41,5,0,2021,2
Avondale,1,41,5,0,2021,2
Oak Flower,1,50,5,0,2021,2
Flowing Wells,1,22,5,0,2021,2
Flowing Wells,1,22,5,0,2021,2
Flowing Wells,1,22,5,0,2021,1
Corbett,0,22,5,0,2021,2
Broadway Pantano East,1,  ,5,0,2021,2
Broadway Pantano East,1,  ,5,0,2021,2
Broadway Pantano East,1,  ,5,0,2021,2
Broadway Pantano East,1,  ,5,0,2021,2
Midvale Park,0,19,5,0,2021,2
Broadway Pantano East,1,  ,5,0,2021,2
West University,0,19,5,0,2021,2
West University,0,19,5,0,2021,2
Blenman-Elm,1,53,5,0,2021,1
Blenman-Elm,1,53,4,0,2021,1
Blenman-Elm,1,53,5,0,2021,1
Midvale Park,0,28,5,0,2021,2
Midvale Park,0,28,5,0,2021,2
Midvale Park,0,28,5,0,2021,2
Blenman-Elm,1,53,5,0,2021,1
Carriage Park,1,21,5,0,2021,2
Midvale Park,1,35,2,0,2021,2
Bear Canyon,1,27,5,0,2021,1
Midvale Park,1,21,4,0,2021,2
Midvale Park,1,21,4,0,2021,2
Midvale Park,1,21,4,0,2021,2
Midvale Park,1,21,4,0,2021,5
Limberlost,1,65,5,0,2021,2
South Park,0,20,5,0,2021,1
Midvale Park,0,21,5,0,2021,1
Santa Rita Park - West Ochoa,1,52,5,0,2021,1
Santa Rita Park - West Ochoa,1,52,5,0,2021,1
Julia Keen,1,59,5,0,2021,2
Julia Keen,1,59,5,0,2021,1
Coronado Heights,1,32,5,0,2021,2
Coronado Heights,1,32,5,0,2021,2
Bonanza,1,26,5,0,2021,2
Corbett,1,42,5,0,2021,2
Midvale Park,1,34,4,0,2021,2
Midvale Park,1,34,4,0,2021,2
Brichta,1,19,5,0,2021,2
Wakefield,1,26,5,0,2021,2
South Park,1,36,5,0,2021,2
South Park,1,36,5,0,2021,2
Millville,1,36,5,0,2021,2
Millville,1,36,5,0,2021,2
Dodge Flower,1,13,5,0,2021,1
Dodge Flower,1,13,5,0,2021,2
Dodge Flower,1,13,5,0,2021,1
Dodge Flower,1,13,5,0,2021,2
Dodge Flower,1,13,5,0,2021,2
Dodge Flower,1,14,4,0,2021,1
Corbett,1,42,5,0,2021,1
Dodge Flower,1,14,4,0,2021,1
Dodge Flower,1,14,4,0,2021,2
Dodge Flower,1,14,4,0,2021,1
Dodge Flower,1,15,4,0,2021,1
Hedrick Acres,1,37,5,0,2021,2
Myers,1,42,6,0,2021,2
Colonia Del Valle,1,20,6,0,2021,2
Dietz,1,34,6,0,2021,1
Downtown,1,26,6,0,2021,4
Garden District,0,23,5,0,2021,2
Corbett,0,29,6,0,2021,2
Corbett,1,28,6,0,2021,1
Downtown,1,26,6,0,2021,2
Bravo Park Lane,1,24,6,0,2021,2
Rancho Buena,1,22,0,0,2021,2
Rancho Buena,1,22,0,0,2021,2
Flowing Wells,1,64,3,0,2021,1
South Harrison,1,26,4,0,2021,1
Mountain View,0,49,4,0,2021,2
Myers,1,33,4,0,2021,1
Myers,1,33,4,0,2021,1
Copper Vista,1,24,4,0,2021,2
Campus Farm,1,31,4,0,2021,2
West University,0,36,4,0,2021,2
West University,0,36,4,0,2021,2
Mountain View,0,36,4,0,2021,2
Mountain View,0,36,4,0,2021,2
Dodge Flower,1,53,4,0,2021,1
Dodge Flower,1,53,4,0,2021,1
Midvale Park,1,33,4,0,2021,2
West University,1,34,4,0,2021,1
Dodge Flower,1,53,4,0,2021,1
Dodge Flower,1,53,4,0,2021,1
Dodge Flower,1,53,4,0,2021,1
West University,1,34,4,0,2021,1
South Harrison,0,17,5,0,2021,2
South Harrison,0,17,5,0,2021,2
South Harrison,0,17,5,0,2021,1
El Rio Acres,0,24,5,0,2021,2
El Rio Acres,0,24,5,0,2021,2
West University,1,34,4,0,2021,1
Oak Flower,1,60,5,0,2021,2
Oak Flower,1,60,5,0,2021,2
Oak Flower,1,60,5,0,2021,4
Dodge Flower,1,13,4,0,2021,2
Dodge Flower,1,16,4,0,2021,2
El Rio Acres,0,34,5,0,2021,2
Bonanza,1,47,4,0,2021,2
El Rio Acres,0,34,5,0,2021,2
Campbell-Grant,0,42,5,0,2021,1
Midvale Park,1,47,4,0,2021,1
Campbell-Grant,0,42,5,0,2021,1
Campbell-Grant,0,42,5,0,2021,2
Bravo Park Lane,0,33,5,0,2021,2
Bravo Park Lane,0,33,5,0,2021,2
Stella Mann,0,14,5,0,2021,1
Stella Mann,0,14,5,0,2021,2
Pueblo Gardens,1,41,5,0,2021,1
Myers,1,  ,5,0,2021,1
Myers,1,  ,5,0,2021,1
Rancho Buena,1,36,4,0,2021,1
Armory Park,1,  ,4,0,2021,1
Rancho Buena,1,36,4,0,2021,1
Broadway/Northeast,1,23,5,0,2021,5
Myers,1,  ,5,0,2021,2
El Gheko,1,23,5,0,2021,1
El Gheko,1,23,5,0,2021,1
El Gheko,1,23,5,0,2021,1
Amphi,1,32,5,0,2021,2
El Gheko,1,23,5,0,2021,1
Amphi,1,34,5,0,2021,2
Palo Verde,1,36,5,0,2021,2
Sewell,1,26,5,0,2021,2
Oak Flower,0,14,5,0,2021,2
Carriage Park,1,27,5,0,2021,1
Sewell,1,26,5,0,2021,2
Dunbar Spring,0,37,5,0,2021,2
Dunbar Spring,0,37,5,0,2021,2
Dunbar Spring,0,37,5,0,2021,2
Dunbar Spring,0,37,5,0,2021,2
Dunbar Spring,0,37,5,0,2021,2
Flowing Wells,1,50,5,0,2021,2
Corbett,1,31,5,0,2021,1
Corbett,1,31,5,0,2021,1
Midvale Park,0,44,5,0,2021,2
Midvale Park,0,44,5,0,2021,2
Cherry Avenue,1,19,5,0,2021,2
Midvale Park,1,29,2,1,2021,1
Midvale Park,1,29,2,1,2021,1
Midvale Park,1,34,3,0,2021,2
Midvale Park,0,33,3,0,2021,2
Midvale Park,1,30,2,1,2021,2
Miramonte,1,28,2,1,2021,2
Miramonte,1,28,2,1,2021,2
Miramonte,1,28,2,1,2021,2
Miramonte,1,28,2,1,2021,2
Miramonte,1,28,2,1,2021,2
Roberts,1,23,4,0,2021,1
Lakeside Park,0,39,2,1,2021,2
Myers,0,46,5,0,2021,2
Dietz,1,25,2,1,2021,1
Toumey Park,0,32,5,0,2021,1
El Rio Acres,1,23,3,1,2021,2
El Rio Acres,1,23,3,1,2021,2
Fairgrounds,1,36,1,1,2021,1
Fairgrounds,1,36,1,1,2021,1
Copper Vista,1,22,2,1,2021,1
Copper Vista,1,22,2,1,2021,1
Copper Vista,1,22,2,1,2021,1
Rose,1,20,1,1,2021,1
Blenman-Elm,1,29,3,1,2021,2
Blenman-Elm,1,29,3,1,2021,2
Downtown,1,40,3,1,2021,5
Amphi,0,33,2,1,2021,2
Amphi,0,33,2,1,2021,2
Amphi,0,33,2,1,2021,2
Amphi,0,33,2,1,2021,2
Downtown,1,40,3,1,2021,2
Downtown,1,40,3,1,2021,2
Downtown,1,40,3,1,2021,2
Amphi,1,25,3,1,2021,1
Amphi,1,25,3,1,2021,1
Fairgrounds,1,36,2,1,2021,2
Dodge Flower,1,49,3,1,2021,2
Fairgrounds,1,36,1,1,2021,1
Copper Vista,1,22,2,1,2021,2
Copper Vista,1,22,2,1,2021,2
Rose,1,20,1,1,2021,2
Rose,1,20,1,1,2021,2
